year,Country,normalized_tuple_values,income_group,natural,physical,societal
2017,Byelarus,"(0.17, 0.74, 0.1)",unknown,0.165072583,0.739185318,0.095742098
2017,Cambodia,"(0.53, 0.2, 0.28)",LM,0.526349614,0.197943445,0.275706941
2017,Cameroon,"(0.5, 0.36, 0.14)",LM,0.504310345,0.355603448,0.140086207
2017,Canada,"(0.42, 0.1, 0.48)",H,0.416843661,0.101394404,0.481761936
2017,Cape Verde,"(0.33, 0.33, 0.33)",unknown,0.333333333,0.333333333,0.333333333
2017,Central African Republic,"(0.33, 0.33, 0.33)",L,0.333333333,0.333333333,0.333333333
2017,Chad,"(0.3, 0.35, 0.35)",L,0.3,0.35,0.35
2017,Chile,"(0.5, 0.2, 0.29)",H,0.501217285,0.204199635,0.29458308
2017,China,"(0.2, 0.75, 0.05)",UM,0.196954492,0.748560147,0.054485361
2017,Colombia,"(0.51, 0.25, 0.24)",UM,0.511760569,0.247940055,0.240299376
2017,Comoros,"(nan, nan, nan)",L,0.5,0.5,0
2017,Congo,"(0.5, 0.5, 0.0)",unknown,0.5,0.5,0
2017,Cook Islands,"(nan, nan, nan)",unknown,1,0,0
2017,Costa Rica,"(0.58, 0.19, 0.22)",UM,0.582857143,0.194285714,0.222857143
2017,Crimea,"(nan, nan, nan)",unknown,0,1,0
2017,Croatia,"(0.42, 0.32, 0.27)",H,0.418016754,0.316828209,0.265155037
2017,Cuba,"(0.44, 0.34, 0.22)",UM,0.440516468,0.337222951,0.222260581
2017,Cyprus,"(0.27, 0.31, 0.42)",H,0.270079435,0.309796999,0.420123566
2017,Czech Republic,"(0.37, 0.48, 0.15)",H,0.36744538,0.478577509,0.153977112
2017,Democratic Republic of the Congo,"(0.59, 0.07, 0.34)",unknown,0.588353012,0.071442866,0.340204122
2017,Denmark,"(0.48, 0.06, 0.46)",H,0.480614983,0.057154214,0.462230803
2017,Djibouti,"(nan, nan, nan)",LM,0.5,0.5,0
2017,Dominica ,"(0.4, 0.2, 0.4)",unknown,0.4,0.2,0.4
2017,Dominican Republic,"(0.37, 0.27, 0.36)",UM,0.367517401,0.269141531,0.363341067
2017,Ecuador,"(0.6, 0.18, 0.22)",UM,0.600357356,0.183442525,0.216200119
2017,Egypt,"(0.3, 0.51, 0.19)",unknown,0.300303993,0.511869509,0.187826498
2017,El Salvador,"(0.32, 0.31, 0.37)",LM,0.318949343,0.30956848,0.371482176
2017,Equatorial Guinea,"(nan, nan, nan)",UM,1,0,0
2017,Eritrea,"(0.31, 0.34, 0.34)",L,0.310344828,0.344827586,0.344827586
2017,Estonia,"(0.46, 0.22, 0.32)",H,0.460107667,0.220530908,0.319361426
2017,Ethiopia,"(0.78, 0.04, 0.18)",L,0.784222196,0.035126619,0.180651185
2017,Federated States of Micronesia ,"(nan, nan, nan)",unknown,0.470588235,0,0.529411765
2017,Fiji,"(0.38, 0.25, 0.37)",UM,0.379310345,0.252873563,0.367816092
2017,Finland,"(0.41, 0.13, 0.46)",H,0.412900915,0.127300783,0.459798303
2017,France,"(0.29, 0.42, 0.29)",H,0.291834249,0.420108477,0.288057274
2017,French-Guiana,"(0.48, 0.26, 0.26)",unknown,0.479166667,0.260416667,0.260416667
2017,French-Polynesia,"(0.53, 0.0, 0.47)",unknown,0.533333333,0,0.466666667
2017,Gabon,"(0.43, 0.28, 0.29)",UM,0.430481283,0.280748663,0.288770053
2017,Gambia,"(0.58, 0.0, 0.42)",unknown,0.582781457,0,0.417218543
2017,Georgia,"(0.33, 0.38, 0.29)",LM,0.331635675,0.375222077,0.293142248
2017,Germany,"(0.23, 0.33, 0.44)",H,0.229857353,0.328012656,0.442129991
2017,Ghana ,"(0.59, 0.04, 0.37)",unknown,0.59280614,0.037763947,0.369429913
2017,Greece,"(0.35, 0.37, 0.28)",H,0.352823382,0.369034186,0.278142433
2017,Grenada,"(0.23, 0.44, 0.32)",UM,0.232067511,0.443037975,0.324894515
2017,Guadeloupe,"(0.49, 0.17, 0.34)",unknown,0.49122807,0.169590643,0.339181287
2017,Guatemala,"(0.43, 0.06, 0.51)",UM,0.429447853,0.064417178,0.506134969
2017,Guinea,"(0.45, 0.19, 0.36)",L,0.445269017,0.192949907,0.361781076
2017,Guinea-Bissau,"(nan, nan, nan)",L,0.484848485,0,0.515151515
2017,Guyana,"(0.36, 0.36, 0.29)",UM,0.357142857,0.357142857,0.285714286
2017,Haiti,"(0.48, 0.0, 0.52)",L,0.479452055,0,0.520547945
2017,Honduras ,"(0.38, 0.4, 0.22)",unknown,0.378504673,0.39953271,0.221962617
2017,Hungary,"(0.34, 0.42, 0.24)",H,0.340490798,0.415490798,0.244018405
2017,Iceland,"(0.44, 0.11, 0.45)",H,0.439694734,0.108110849,0.452194417
2017,India,"(0.25, 0.71, 0.03)",LM,0.253540429,0.71265418,0.033805391
2017,Indonesia,"(0.56, 0.26, 0.18)",LM,0.556053812,0.263079223,0.180866966
2017,Iran,"(0.24, 0.73, 0.03)",unknown,0.239942845,0.729555946,0.030501209
2017,Iraq,"(0.18, 0.76, 0.07)",UM,0.177302033,0.755414118,0.067283849
2017,Ireland,"(0.43, 0.12, 0.45)",H,0.42995481,0.116204003,0.453841188
2017,Israel,"(0.22, 0.26, 0.52)",H,0.21999909,0.26162054,0.51838037
2017,Italy,"(0.29, 0.35, 0.36)",H,0.293564855,0.349104152,0.357330992
2017,Ivory Coast,"(0.52, 0.16, 0.32)",unknown,0.5221843,0.1592719,0.3185438
2017,Jamaica,"(0.49, 0.11, 0.4)",UM,0.494505495,0.10989011,0.395604396
2017,Japan,"(0.19, 0.45, 0.36)",H,0.19398367,0.448259562,0.357756768
2017,Jordan,"(0.3, 0.4, 0.29)",UM,0.30455034,0.403081333,0.292368327
2017,Kazakhstan,"(0.23, 0.58, 0.19)",UM,0.231205138,0.57869286,0.190102002
2017,Kenya,"(0.86, 0.0, 0.14)",LM,0.859872611,0,0.140127389
2017,Kiribati,"(nan, nan, nan)",LM,0.5,0,0.5
2017,Kuwait,"(0.35, 0.3, 0.35)",H,0.348837209,0.302325581,0.348837209
2017,Kyrgyzstan,"(0.35, 0.26, 0.39)",unknown,0.351464435,0.259414226,0.389121339
2017,Laos,"(0.48, 0.2, 0.32)",unknown,0.478538283,0.197795824,0.323665893
2017,Latvia,"(0.36, 0.38, 0.26)",H,0.358583595,0.383236217,0.258180188
2017,Lebanon ,"(0.37, 0.22, 0.41)",unknown,0.374135051,0.215461704,0.410403245
2017,Lesotho,"(0.28, 0.36, 0.36)",LM,0.277777778,0.361111111,0.361111111
2017,Liberia ,"(0.38, 0.25, 0.38)",unknown,0.375,0.25,0.375
2017,Libya,"(0.44, 0.34, 0.22)",UM,0.439142827,0.339913438,0.220943735
2017,Liechtenstein,"(0.35, 0.34, 0.3)",H,0.351906158,0.343108504,0.304985337
2017,Lithuania,"(0.37, 0.49, 0.14)",H,0.370179949,0.485861183,0.143958869
2017,Luxembourg,"(0.34, 0.32, 0.34)",H,0.343297525,0.320411023,0.336291453
2017,Macedonia,"(0.36, 0.28, 0.36)",unknown,0.356405702,0.278788461,0.364805837
2017,Madagascar,"(0.52, 0.08, 0.4)",L,0.522727273,0.079545455,0.397727273
2017,Malawi,"(0.64, 0.0, 0.36)",L,0.636170213,0,0.363829787
2017,Malaysia,"(0.45, 0.45, 0.1)",UM,0.454819536,0.44541945,0.099761015
2017,Maldives,"(nan, nan, nan)",UM,0.5,0,0.5
2017,Mali,"(0.68, 0.0, 0.32)",L,0.677083333,0,0.322916667
2017,Malta,"(0.36, 0.3, 0.34)",H,0.361819728,0.298894558,0.339285714
2017,Marshall Islands,"(nan, nan, nan)",UM,0.5,0,0.5
2017,Mauritania,"(0.48, 0.52, 0.0)",LM,0.482758621,0.517241379,0
2017,Mauritius,"(0.26, 0.4, 0.34)",UM,0.25647876,0.399412236,0.344109003
2017,Mexico,"(0.55, 0.41, 0.04)",UM,0.546379348,0.409100853,0.044519799
2017,Moldova ,"(0.23, 0.58, 0.19)",unknown,0.228426396,0.578680203,0.192893401
2017,Monaco,"(0.44, 0.13, 0.43)",H,0.436647173,0.132553606,0.43079922
2017,Mongolia,"(0.53, 0.21, 0.26)",LM,0.530731707,0.206271777,0.262996516
2017,Montenegro,"(0.4, 0.24, 0.36)",UM,0.397993311,0.240802676,0.361204013
2017,Morocco,"(0.36, 0.54, 0.1)",LM,0.362774155,0.53526971,0.101956135
2017,Mozambique,"(0.51, 0.2, 0.29)",L,0.506053269,0.201827697,0.292119035
2017,Namibia,"(0.54, 0.23, 0.23)",UM,0.53643144,0.229489386,0.234079174
2017,Nauru,"(nan, nan, nan)",UM,1,0,0
2017,Nepal,"(0.75, 0.04, 0.21)",L,0.74546371,0.042842742,0.211693548
2017,Netherlands,"(0.37, 0.09, 0.54)",H,0.374347721,0.085609666,0.540042613
2017,Netherlands-Antilles,"(nan, nan, nan)",unknown,0.5,0,0.5
2017,New Zealand,"(0.47, 0.09, 0.43)",H,0.47446458,0.090609555,0.434925865
2017,New-Caledonia,"(0.72, 0.0, 0.28)",unknown,0.715909091,0,0.284090909
2017,Nicaragua,"(0.46, 0.14, 0.4)",LM,0.464046021,0.137104506,0.398849473
2017,Niger,"(0.4, 0.28, 0.32)",L,0.40063593,0.276629571,0.322734499
2017,Nigeria,"(0.61, 0.2, 0.19)",LM,0.612461335,0.1979673,0.189571365
2017,Niue,"(nan, nan, nan)",unknown,1,0,0
2017,North Korea,"(0.25, 0.48, 0.27)",unknown,0.248447205,0.47826087,0.273291925
2017,Norway,"(0.46, 0.05, 0.49)",H,0.459380979,0.054629089,0.485989932
2017,Oman,"(0.31, 0.38, 0.31)",H,0.31372549,0.376344086,0.309930424
2017,Pakistan,"(0.37, 0.58, 0.05)",LM,0.371681142,0.577998949,0.050319909
2017,Palau,"(0.37, 0.42, 0.21)",H,0.368421053,0.421052632,0.210526316
2017,Palestine,"(0.36, 0.36, 0.28)",unknown,0.355196798,0.363122081,0.281681121
2017,Panama,"(0.59, 0.17, 0.24)",H,0.588942308,0.171274038,0.239783654
2017,Papua New Guinea,"(0.52, 0.11, 0.36)",LM,0.524642289,0.113672496,0.361685215
2017,Paraguay,"(0.42, 0.25, 0.33)",UM,0.417200366,0.249771272,0.333028362
2017,Peru,"(0.59, 0.07, 0.34)",UM,0.593157231,0.06826221,0.33858056
2017,Philippines,"(0.61, 0.09, 0.3)",LM,0.605688046,0.091897497,0.302414457
2017,Poland,"(0.35, 0.52, 0.13)",H,0.350770215,0.515280889,0.133948896
2017,Portugal,"(0.37, 0.32, 0.31)",H,0.370617696,0.320534224,0.30884808
2017,Qatar,"(0.29, 0.38, 0.34)",H,0.285764437,0.376513955,0.337721608
2017,Republic of Kosovo,"(0.38, 0.28, 0.33)",unknown,0.383736866,0.28209228,0.334170854
2017,Republic of Serbia,"(0.37, 0.47, 0.16)",unknown,0.372103516,0.472080455,0.155816029
2017,Reunion,"(0.45, 0.17, 0.39)",unknown,0.445544554,0.166336634,0.388118812
2017,Romania,"(0.23, 0.54, 0.23)",UM,0.228787949,0.544144312,0.227067739
2017,Russia,"(0.18, 0.66, 0.16)",unknown,0.176527112,0.659761562,0.163711326
2017,Rwanda,"(0.53, 0.1, 0.36)",L,0.533536585,0.103658537,0.362804878
2017,Saint-Vincent-et-les-Grenadines,"(0.33, 0.33, 0.33)",unknown,0.333333333,0.333333333,0.333333333
2017,Samoa,"(0.33, 0.33, 0.33)",UM,0.333333333,0.333333333,0.333333333
2017,San Marino,"(0.29, 0.35, 0.35)",H,0.294117647,0.352941176,0.352941176
2017,Sao Tome & Principe,"(0.33, 0.33, 0.33)",unknown,0.333333333,0.333333333,0.333333333
2017,Saudi Arabia,"(0.18, 0.8, 0.02)",H,0.175688509,0.800886356,0.023425135
2017,Senegal,"(0.5, 0.18, 0.32)",L,0.498251748,0.179195804,0.322552448
2017,Seychelles,"(0.26, 0.37, 0.37)",H,0.263157895,0.368421053,0.368421053
2017,Sierra Leone,"(0.54, 0.0, 0.46)",L,0.536277603,0,0.463722397
2017,Singapore,"(0.24, 0.45, 0.31)",H,0.240025949,0.45194075,0.308033301
2017,Slovakia,"(0.31, 0.49, 0.2)",unknown,0.307014883,0.490601485,0.202383632
2017,Slovenia,"(0.29, 0.42, 0.29)",H,0.291451818,0.420931257,0.287616925
2017,Solomon Islands,"(nan, nan, nan)",LM,0.448275862,0,0.551724138
2017,Somalia,"(nan, nan, nan)",L,0.538461538,0,0.461538462
2017,South Africa,"(0.59, 0.14, 0.27)",UM,0.589006461,0.144208259,0.26678528
2017,South Korea,"(0.2, 0.52, 0.28)",unknown,0.203997243,0.515506547,0.28049621
2017,South Sudan,"(0.38, 0.25, 0.38)",L,0.375,0.25,0.375
2017,Spain,"(0.43, 0.2, 0.37)",H,0.427122365,0.203171719,0.369705916
2017,Sri Lanka,"(0.55, 0.17, 0.28)",LM,0.552748886,0.170381377,0.276869737
2017,St-Kitts & Nevis ,"(0.42, 0.25, 0.33)",unknown,0.420382166,0.248407643,0.331210191
2017,St-Lucia,"(0.33, 0.33, 0.33)",unknown,0.333333333,0.333333333,0.333333333
2017,Sudan,"(0.43, 0.3, 0.27)",LM,0.433831991,0.299194476,0.266973533
2017,Suriname,"(0.32, 0.34, 0.34)",UM,0.319148936,0.340425532,0.340425532
2017,Swaziland,"(0.41, 0.08, 0.51)",unknown,0.410858401,0.080704329,0.508437271
2017,Sweden,"(0.35, 0.08, 0.57)",H,0.353273475,0.078119442,0.568607083
2017,Switzerland,"(0.36, 0.21, 0.43)",H,0.356162222,0.211772132,0.432065646
2017,Syria,"(0.34, 0.38, 0.28)",unknown,0.335664336,0.384615385,0.27972028
2017,Taiwan,"(0.26, 0.45, 0.3)",unknown,0.259170861,0.445182379,0.29564676
2017,Tajikistan,"(0.35, 0.37, 0.27)",L,0.353741497,0.37414966,0.272108844
2017,Tanzania,"(0.64, 0.07, 0.29)",L,0.638709677,0.067741935,0.293548387
2017,Thailand,"(0.54, 0.36, 0.09)",UM,0.542606003,0.364712848,0.09268115
2017,Togo,"(0.41, 0.26, 0.33)",L,0.407185629,0.263473054,0.329341317
2017,Tonga,"(0.29, 0.36, 0.36)",UM,0.285714286,0.357142857,0.357142857
2017,Trinidad and Tobago,"(0.4, 0.21, 0.39)",H,0.403466826,0.209205021,0.387328153
2017,Tunisia,"(0.4, 0.51, 0.09)",LM,0.404342943,0.509796581,0.085860477
2017,Turkey,"(0.32, 0.36, 0.32)",UM,0.321888259,0.35886191,0.319249831
2017,Turkmenistan,"(0.36, 0.29, 0.36)",UM,0.357142857,0.285714286,0.357142857
2017,Tuvalu,"(nan, nan, nan)",UM,1,0,0
2017,Uganda,"(0.62, 0.11, 0.28)",L,0.618808535,0.105435937,0.275755528
2017,Ukraine,"(0.13, 0.85, 0.03)",LM,0.12711756,0.845159993,0.027722447
2017,United Arab Emirates,"(0.23, 0.49, 0.29)",H,0.225608549,0.485058381,0.289333069
2017,United Kingdom,"(0.43, 0.07, 0.5)",H,0.431620636,0.066229496,0.502149868
2017,United States,"(0.36, 0.08, 0.56)",H,0.362939537,0.081743139,0.555317324
2017,Uruguay,"(0.51, 0.25, 0.24)",H,0.507050197,0.248166949,0.244782854
2017,Uzbekistan,"(0.27, 0.51, 0.22)",LM,0.271084337,0.512048193,0.21686747
2017,Vanuatu,"(nan, nan, nan)",LM,0.5,0,0.5
2017,Vatican,"(0.36, 0.36, 0.27)",unknown,0.363636364,0.363636364,0.272727273
2017,Venezuela,"(0.49, 0.33, 0.18)",unknown,0.491021047,0.327142772,0.181836181
2017,Vietnam,"(0.38, 0.6, 0.02)",LM,0.375765827,0.602791014,0.021443159
2017,Yemen,"(0.33, 0.37, 0.31)",unknown,0.327233872,0.365566983,0.307199145
2017,Zambia,"(0.59, 0.0, 0.41)",LM,0.585798817,0,0.414201183
2017,Zimbabwe,"(0.53, 0.11, 0.36)",L,0.527272727,0.109090909,0.363636364
